YBWAB8,J937FU,706113016
OT41NC,J937FU,95153612
YBWAB8,JKSU30,685336149
OT41NC,EY120B,913990468
JKSU30,EY120B,594683895
HC9V9L,EY120B,532589735
JKSU30,OT41NC,882311847
JKSU30,HC9V9L,191885951
YQLOTT,EY120B,307423035
HC9V9L,J937FU,274872731
YBWAB8,YBWAB8,530422996
J937FU,J937FU,854675561
MTF59B,JKSU30,628144671
J937FU,JKSU30,718509548
EY120B,OSZMED,381503816
YQLOTT,JKSU30,206760261
YBWAB8,HC9V9L,939906080
HC9V9L,OT41NC,430439775
MTF59B,YQLOTT,695040193
MYQOQW,HC9V9L,413517310
HC9V9L,MYQOQW,511098392
MTF59B,JKSU30,710951807
JKSU30,OSZMED,33538364
MTF59B,OT41NC,395730125
OSZMED,MYQOQW,503697939
EY120B,EY120B,413843820
J937FU,OT41NC,386916221
YBWAB8,HC9V9L,971114913
HC9V9L,MTF59B,839281307
HC9V9L,YQLOTT,273771370
MYQOQW,MYQOQW,285019072
YQLOTT,MYQOQW,309583802
JKSU30,OT41NC,744985190
YBWAB8,OT41NC,805810891
OSZMED,YBWAB8,245215630
OT41NC,OSZMED,164343880
MTF59B,MTF59B,164118330
YQLOTT,YBWAB8,881982294
OSZMED,J937FU,835696842
OSZMED,EY120B,78533658
HC9V9L,JKSU30,2596499
MYQOQW,YBWAB8,551524039
J937FU,OT41NC,870528171
OSZMED,J937FU,360022696
YQLOTT,YQLOTT,831937913
